" ","EN","FR","DE","ES","IT","NL","NO","TR","JP","KR","RU","AR","PT","CN","CNT","FA","ID","MS"
"TID_LEVEL_CHANGE_TXT_01","Smoother Upgrade Progression","Progression plus régulière des améliorations","Fließenderer Fortschritt","Progresión de mejoras más fluida","Progressione più omogenea","Soepelere upgradevoortgang","Enklere fremdrift på oppgraderinger","Daha Hızlı Yükseltme","成長がよりスムーズに","더욱 원활한 업그레이드 진행","Улучшение стало логичнее","تقدم ترقية أكثر سلاسة","Melhor progresso no jogo","升级过程更加平滑","升級過程更加平滑","پیشرفت ارتقاء آرام‌تر","Kemajuan Peningkatan Lebih Mulus","Perkembangan Naik Thp Lebih Lancar"
"TID_LEVEL_CHANGE_TXT_02","We've added some card upgrade levels\nto make progression feel smoother.","Nous avons ajouté des niveaux à certaines cartes\npour que leur progression soit plus régulière.","Wir haben neue Verbesserungslevel für Karten\nhinzugefügt, um den Übergang fließender zu gestalten.","Se han añadido algunos niveles de mejora de cartas\npara que la progresión sea más fluida.","Abbiamo aggiunto dei livelli di miglioramento carte\nper rendere la progressione più omogenea.","We hebben een aantal upgradelevels toegevoegd aan\nde kaarten, zodat de voortgang soepeler verloopt.","Vi har lagt til noen kortoppgraderingsnivåer\nslik at fremdriften skal føles enklere.","Daha hızlı ilerleyebilmen için\nbazı kart yükseltme seviyeleri ekledik.","カードがよりスムーズに成長するように\nアップグレードのレベルを増やしました。","진행이 보다 원활해질 수 있도록\n일부 카드에 레벨을 추가했습니다.","Мы добавили несколько уровней улучшений карт,\nчтобы продвижение в игре шло более плавно.","أضفنا بعض المستويات لترقية البطاقات\nلنجعل التقدم أكثر سلاسة.","Adicionamos alguns níveis de melhorias de cartas\npor um mellhor progresso.","我们新增了一些卡牌等级\n以使升级过程更为平滑。","我們新增了一些卡牌等級\n以使升級過程更為平滑。","ما چند سطح ارتقاء کارت اضافه کردیم\nتا احساس کنید پیشرفت آرام‌تر اتفاق میوفتد.","Kami telah menambahkan beberapa level peningkatan kartu\nagar kemajuan terasa lebih mulus.","Kami telah menambah beberapa tahap naik taraf kad\nuntuk membuatkan perkembangan lebih lancar."
"TID_LEVEL_CHANGE_TXT_03","Each level, after Tournament Rules,\nrequire less CARDS and less GOLD!","Chaque niveau, suivant le règlement des tournois,\nnécessite moins de CARTES et d'OR !","Nach dem Turniermaximum brauchst du\nfür jedes Level weniger KARTEN und weniger GOLD!","Cada nivel, más allá de las reglas del torneo,\nrequiere menos cartas y oro.","Ogni livello superiore a quelli da torneo\nrichiede meno CARTE e meno ORO!","Voor elk level zijn er, na de toernooiregels,\nminder KAARTEN en minder GOUD nodig!","Hvert nivå - etter turneringsreglene -\nkrever færre KORT og mindre GULL!","Turnuva Kurallarıyla her seviye bir öncekinden\ndaha az KART ve daha az ALTIN gerektirir!","レベルが大会レベルを超えると、\n必要なカード数やゴールドが低くなります！","토너먼트 규칙 이후 각 레벨은\n더 적은 카드와 골드를 필요로 합니다!","Согласно Правилам турнира, каждый новый уровень\nтребует меньше КАРТ и ЗОЛОТА!","كل مستوى، بعد قواعد البطولة،\nيتطلب الحصول على عدد أقل من البطاقات والذهب!","Cada nível, depois das Regras do Torneio,\nexige menos CARTAS e menos OURO!","高于锦标赛等级上限的各个卡牌等级\n升级所需的卡牌和金币数量降低！","高於聯賽等級上限的各個卡牌等級\n升級所需的卡牌和金幣數量降低！","هر سطح، با توجه به قوانین مسابقه،\nبه کارت و طلای کمتری احتیاج داره.","Di setiap level, setelah Aturan Turnamen,\nmemerlukan KARTU dan EMAS lebih sedikit!","Selepas Peraturan Pertandingan dilancarkan, setiap tahap\nkurang memerlukan KAD dan EMAS!"
"TID_LEVEL_CHANGE_TXT_04","Example with COMMON CARD levels","Exemple avec les niveaux des CARTES COMMUNES","Beispiel mit GEWÖHNLICHEN KARTEN","Ejemplo con niveles de cartas comunes","Esempio con livelli di CARTA COMUNE","Voorbeeld met levels van GEWONE KAARTEN","Eksempel med nivåer med VANLIGE KORT","SIRADAN KART seviyelerine örnek","ノーマルカードにおけるレベルの例","일반 카드 레벨에서의 예시","Давайте рассмотрим это на примере ОБЫЧНОЙ КАРТЫ.","مثال على مستويات بطاقة عادية","Exemplo com CARTAS COMUNS","以普通卡的等级为例","以普通卡的等級為例","مثال با سطح‌های کارت عادی","Contoh dengan level KARTU UMUM","Contoh dengan tahap KAD BIASA"
"TID_PROGRESS_INFO_OLD","OLD","ANCIEN","ALT","ANTES","VECCHIO","OUD","GAMMEL","ESKİ","旧","이전","РАНЬШЕ","قديم","ANTES","以前","以前","قدیمی","LAMA","LAMA"
"TID_PROGRESS_INFO_NEW","NEW","NOUVEAU","NEU","AHORA","NUOVO","NIEUW","NY","YENİ","新","신규","ТЕПЕРЬ","جديد","AGORA","现在","現在","جدید","BARU","BAHARU"
"TID_PROGRESS_INFO_TOURNAMENT_CAP","Tournament\nCap","Limite\nde tournoi","Turnier-\nlimit","Límite\nde torneo","Limite\ntorneo","Toernooi-\nlimiet","Nivågrense\nfor turnering","Turnuva\nKapasitesi","大会\n制限","토너먼트\n제한","Турнирные\nограничения","حدود\nالبطولة","Limites\ndo Torneio","锦标赛\n等级上限","聯賽\n等級上限","کلاه\nمسابقه","Batas\nTurnamen","Tukup\nPertandingan"
"TID_PROGRESS_INFO_MAX_LEVEL","Max\nLevel","Niveau\nmaximum","Max.\nLevel","Nivel\nmáximo","Livello\nmassimo","Max.\nlevel","Maks\nnivå","Maksimum\nSeviye","最大\nレベル","최대\n레벨","Макс.\nуровень","أقصى\nمستوى","Nível\nmáx.","最高\n等级","最高\n等級","سطح\nحداکثر","Level\nMaks.","Tahap\nMaks"
"TID_LEVEL_CHANGE_TXT_05","The total of CARDS and GOLD needed\nto MAX LEVEL remains the same as before.","Le total de CARTES et d'OR nécessaires pour\natteindre le NIVEAU MAXIMUM reste inchangé.","Die Gesamtmenge an KARTEN und GOLD\nbis zum HÖCHSTLEVEL bleibt dieselbe.","El número total de cartas y oro necesario\npara subir al nivel máximo sigue siendo el mismo.","Il totale di CARTE e ORO necessario\nper il LIVELLO MASSIMO rimane lo stesso di prima.","Het totale aantal KAARTEN en GOUD dat is vereist\nom het MAXIMALE LEVEL te bereiken, blijft onveranderd.","Det totale antallet KORT og GULL som trenges\nfor å nå MAKS NIVÅ, er det samme som før.","SEVİYEYİ MAKSİMUMA ÇIKARMAK için\ngereken toplam KART ve ALTIN miktarı aynıdır.","最高レベルまでに必要なカード数とゴールドの\n総計は、これまでと変わりません。","최대 레벨을 달성하는 데 필요한\n카드와 골드는 이전과 동일합니다.","Но общее количество КАРТ и ЗОЛОТА, необходимое для\nулучшения до МАКСИМАЛЬНОГО уровня, не изменилось.","إجمالي البطاقات والذهب المطلوب\nلأقصى مستوى يظل كما كان سابقًا.","O total de CARTAS e OURO necessários para\no NÍVEL MÁX continua o mesmo de antes.","升至最高等级\n所需的卡牌和金币总量保持不变。","升至最高等級\n所需的卡牌和金幣總量保持不變。","مجموع کارت‌ها و طلای مورد نیاز\nبرای بالا بردن تا سطح حداکثر مثل قبل باقی میمونه.","Total KARTU dan EMAS yang diperlukan\nuntuk LEVEL MAKS tetap sama seperti sebelumnya.","Jumlah KAD dan EMAS diperlukan\nke TAHAP MAKS kekal sama seperti sebelum ini."
"TID_LEVEL_CHANGE_TXT_06","Your CARD COLLECTION has been adjusted to match the new system!","Votre COLLECTION DE CARTES a été ajustée selon le nouveau système !","Deine KARTENSAMMLUNG wurde an das neue System angepasst!","¡Se ha adaptado tu colección de cartas al nuevo sistema!","La tua COLLEZIONE CARTE è stata regolata per adeguarsi al nuovo sistema!","Je KAARTVERZAMELING is aangepast aan het nieuwe systeem!","KORTSAMLINGEN din er blitt justert for å passe i det nye systemet!","KART KOLEKSİYONUN yeni sisteme göre düzenlendi!","あなたのカードコレクションは、新システムの導入に合わせて調整されました！","새 시스템에 맞춰\n카드 컬렉션도 변경되었습니다!","Настройки КОЛЛЕКЦИИ КАРТ изменены в соответствии с новой системой!","تم تعديل مجموعة بطاقاتك لتلائم النظام الجديد!","Sua COLEÇÃO DE CARTAS foi ajustada para se adaptar ao novo sistema.","您的牌库已经自动进行了调整以适应新的系统！","您的牌庫已經自動進行了調整以適應新的系統！","مجموعه کارت شما تنظیم شده تا با سیستم جدید مطابقت داشته باشه!","KOLEKSI KARTU milikmu telah disesuaikan dengan sistem baru!","KOLEKSI KAD anda telah diubah suai untuk dipadankan dengan sistem baharu!"
"TID_PROGRESS_UPDATED","Progress Updated!","Progression mise à jour !","Fortschritt aktualisiert!","¡Progreso actualizado!","Progressi aggiornati!","Voortgang bijgewerkt!","Fremdrift oppdatert!","İlerleme Güncellendi!","進行状況を更新しました！","진행 상황 업데이트!","Прогресс обновлен!","تم تحديث التقدم!","Progresso atualizado!","卡牌升级系统已更新！","卡牌升級系統已更新！","پیشرفت به‌روز شد!","Kemajuan Diperbarui!","Perkembangan Dikemas Kini!"
"TID_OLD_PROGRESS","OLD PROGRESS","ANCIENNE PROGRESSION","ALTER FORTSCHRITT","PROGRESO ANTES","VECCHI PROGRESSI","OUDE VOORTGANG","GAMMEL FREMDRIFT","ESKİ İLERLEME","古い進行状況","이전 진행 상황","РАНЬШЕ","التقدم القديم","PROGRESSO ANTIGO","以前的卡牌升级系统","以前的卡牌升級系統","پیشرفت قدیم","KEMAJUAN LAMA","PERKEMBANGAN LAMA"
"TID_NEW_PROGRESS","NEW PROGRESS","NOUVELLE PROGRESSION","NEUER FORTSCHRITT","PROGRESO AHORA","NUOVI PROGRESSI","NIEUWE VOORTGANG","NY FREMDRIFT","YENİ İLERLEME","新しい進行状況","새 진행 상황","ТЕПЕРЬ","التقدم الجديد","PROGRESSO NOVO","现在的卡牌升级系统","現在的卡牌升級系統","پیشرفت جدید","KEMAJUAN BARU","PERKEMBANGAN BAHARU"
"TID_GOLD_REFUND","Gold Refund","Remboursement d'or","Goldrückerstattung","Reembolso de oro","Rimborso in oro","Goudrestitutie","Gullrefusjon","Altın İadesi","ゴールドの払い戻し","골드 환불","Компенсация золота","استرداد الذهب","Reembolso de ouro","金币退还","金幣退還","بازپرداخت طلا","Pengembalian Emas","Bayaran Balik Emas"
"TID_TOWER_AND_GEMS_PACK_RED","(TOWER AND GEM)RED","(TOUR ET GEMMES)RED","(TURM UND JUWELEN)RED","(TORRE Y GEMAS)RED","(TORRE E GEMME)RED","(TOREN EN EDELSTEEN)RED","(TÅRN OG JUVEL)RED","(KULE VE TAŞ)RED","(タワーおよびエメラルド)RED","(타워 및 보석)RED","(БАШНЯ И КРИСТАЛЛЫ)RED","(برج وجوهرة)RED","(TORRE E GEMA)RED","(护卫塔+宝石)RED","(護衛塔+寶石)RED","(برج و جواهر)سرخ","(BENTENG DAN PERMATA)RED","(MENARA DAN PERMATA)RED"
"TID_GEMS_PACK_RED","(POUCH OF GEMS)RED","(SAC DE GEMMES)RED","(BEUTEL JUWELEN)RED","(BOLSA DE GEMAS)RED","(BORSA DI GEMME)RED","(BUIDEL EDELSTENEN)RED","(POSE MED JUVELER)RED","(TAŞ KESESİ)RED","(エメラルドの袋)RED","(골드 주머니)RED","(КОШЕЛЬ КРИСТАЛЛОВ)RED","(حقيبة جواهر)RED","(BOLSA DE GEMAS)RED","(一小袋宝石)RED","(一小袋寶石)RED","(کیسه جواهر) سرخ","(KANTONG PERMATA)RED","(SAKU PERMATA)RED"
"TID_RED_KING_TOWER","(KING TOWER)RED","(TOUR DU ROI)RED","(KÖNIGSTURM)RED","(TORRE DEL REY)RED","(TORRE DEL RE)RED","(KONINGS-\nTOREN)RED","(KONGETÅRN)RED","(KRAL KULESİ)RED","(キングタワー)RED","(킹 타워)RED","(КОРОЛЕВСКАЯ БАШНЯ)RED","(برج الملك)RED","(TORRE DO REI)RED","(国王塔)RED","(國王塔)RED","(برج پادشاه)سرخ","(BENTENG RAJA)RED","(MENARA RAJA)RED"
"TID_THIS_TIME_LIMITED_OFFER_ENDS_IN","THIS TIME LIMITED OFFER ENDS","EXPIRATION DE CETTE OFFRE :","DIESES LIMITIERTE ANGEBOT ENDET","ESTA OFERTA LIMITADA TERMINA","Questa offerta a tempo limitato termina:","DEZE TIJDELIJKE AANBIEDING EINDIGT","DETTE TIDSBEGRENSEDE TILBUDET AVSLUTTES","BU SINIRLI SÜRELİ FIRSATIN BİTMESİNE:","期間限定セール終了まで：","한정 특가 판매 종료:","КОНЕЦ ОГРАНИЧЕННОГО ПРЕДЛОЖЕНИЯ","ينتهي عرض الفترة المحدودة هذا خلال:","ESTA OFERTA LIMITADA ACABA","此限时特惠活动将结束于","此現時特惠活動將結束於","این پیشنهاد محدود زمانی پایان می‌یابد","PENAWARAN TERBATAS INI BERAKHIR","TAWARAN MASA TERHAD INI TAMAT"
"TID_FIND_OUT_ABOUT_PRODUCT_RED","Learn about (RED)®","Découvrez (RED)®","Mehr zu (RED)®","Más información sobre (RED)®","Informazioni su (RED)®","Meer info over (RED)®","Lær om (RED)®","(RED)® ile ilgili bilgi al","(RED)®について詳しく知る","(RED)®에 대해 알아보기","Узнай о (RED)®","معرفة المزيد عن (RED)®","Saiba mais sobre a (RED)®","了解(RED)®","了解(RED)®","درباره (RED)®‎ بیشتر بدانید","Cari tahu tentang (RED)®","Ketahui selanjutnya mengenai (RED)®"
"TID_VISIT_SHOP","VISIT\nSHOP","RENDEZ-VOUS\nDANS LE MAGASIN","ZUM\nSHOP","IR A LA\nTIENDA","VISITA\nNEGOZIO","NAAR\nWINKEL","BESØK\nBUTIKKEN","DÜKKANI\nZİYARET ET","ショップを\n見る","상점\n가기","ЗАЙДИ В\nМАГАЗИН","زيارة\nالمتجر","VISITAR\nLOJA","访问\n商店","訪問\n商店","از فروشگاه\nدیدن کنید","KUNJUNGI\nTOKO","LAWATI\nKEDAI"
"TID_YOUR_ACTIONS_MATTER_TXT","Your actions matter,\n\n100% of the proceeds from your (PRODUCT)RED™ purchase goes to the Global Fund to support HIV/AIDS prevention, treatment, counseling, and testing in sub-Saharan Africa.","Vos actions comptent :\n\n100% des bénéfices de votre achat de (PRODUCT)RED™ seront reversés au Fonds mondial pour la prévention du VIH/SIDA et pour le traitement, l'assistance et le dépistage en Afrique subsaharienne.","Du machst einen Unterschied.\n\n100 % des Erlöses aus Käufen von (PRODUCT)RED™-Produkten geht an den Globalen Fonds zur Bekämpfung von HIV/AIDS in Subsahara-Afrika, der Vorbeugung, Behandlung, Beratung und Untersuchungen finanziert.","Tu colaboración es importante.\n\nEl 100 % de los beneficios generados con la compra de (PRODUCT)RED™ se destinará al Fondo Mundial contra el VIH/sida para su prevención, tratamiento, asesoramiento y pruebas en el África subsahariana.","Le tue azioni contano!\n\nL'intero ricavato proveniente dal tuo acquisto (PRODUCT)RED™ sarà devoluto al fondo mondiale per sostenere la prevenzione, il trattamento, l'assistenza e la sperimentazione relativa all'HIV/AIDS nell'Africa subsahariana.","Jouw acties doen ertoe.\n\n100% van de opbrengst van je aankoop van (PRODUCT)RED™ gaat rechtstreeks naar het Global Fund. Dit fonds richt zich op de voorkoming en behandeling van, de voorlichting over en het testen op HIV/AIDS in Afrika ten zuiden van de Sahara.","Bidraget ditt hjelper.\n\n100 % av overskuddet fra (PRODUCT)RED™-kjøpet ditt går til det globale fondet som skal hindre spredning av HIV/AIDS samt gi behandling, rådgivning og mulighet for å teste seg i Afrika sør for Sahara.","Harekete geç,\n\n(PRODUCT)RED™ satın alımlarından gelen gelirin tamamı HIV/AIDS önleme, iyileştirme, rehberliği ve Aşağı Sahra Afrika'da yapılacak deneyleri desteklemesi için Global Fund'a gidecek.","あなたの行動が変化を生みます\n\n(PRODUCT)RED™のアイテムを購入すると、売上金の100%の金額が、サハラ以南のアフリカにおけるエイズ予防、治療、カウンセリング、検査等を支援するグローバルファンドに寄付されます。","여러분의 활동이 중요합니다.\n\n(PRODUCT)RED™의 수익금 전액은 HIV/AIDS 예방, 치료, 상담 및 사하라 이남 아프리카 지역의 질병 테스트에 사용됩니다.","Твои действия очень важны.\n\n100 % прибыли от твоей покупки (PRODUCT)RED™ идет во Всемирный Фонд, который работает над предупреждением ВИЧ и СПИД, лечением, проверками и разработкой лекарств в Черной Африке.","مشاركتك مهمة،\n\nستذهب 100% من عائدات مشتريات (PRODUCT)RED™ إلى الصندوق العالمي لدعم مكافحة الإيدز والوقاية منه وعلاجه والاستشارة عنه وإجراء تحليلاته في المناطق شبه الصحراوية في إفريقيا.","Você pode fazer a diferença.\n\n100% dos lucros com as compras de (PRODUCT)RED™ são revertidos para o Fundo Global para prevenção, tratamento, acompanhamento e testes de HIV/AIDS na África Subsaariana.","您的援助很重要，\n\n您购买(PRODUCT)RED™所创造的收益将全部捐赠给全球基金会，用于支持在非洲撒哈拉以南进行的HIV病毒/艾滋预防，治疗，咨询和试验。","您的援助很重要，\n\n您購買(PRODUCT)RED™所創造的收入將全部捐贈給全球基金會，用於支持在非洲撒哈拉以南進行的HIV病毒/愛滋預防，治療，諮詢和試驗。","کارهای شما مهمه،\n\n100% پیشرفت‌های صورت گرفته از خرید (محصول)RED™‎ به صندوق جهانی برای حمایت از پیشگیری، درمان، مشاوره، و آزمایشات در حاشیه صحرای آفریقا HIV/AIDS اختصاص پیدا می‌کنه.","Tindakanmu memberi pengaruh.\n\n100% dari hasil pembelian (PRODUCT)RED™ kamu akan disumbangkan ke Global Fund untuk mendukung pencegahan, perawatan, konseling, dan pengujian HIV/AIDS di Afrika sub-Sahara.","Tindakan anda penting,\n\n100% penerusan daripada pembelian (PRODUCT)RED™ anda disumbangkan ke Dana Global untuk menyokong pencegahan HIV/AIDS, rawatan, kaunseling dan ujian di Afrika sub-Sahara."
